Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,HIVE-22207,13256777,"Tez: SplitGenerator throws NumberFormatException when ""dfs.block.size"" on cluster is ""128m""",nareshpr,praneetsharma,Major,Closed,Fixed,16/Sep/19 04:38,17/Nov/22 08:50,
Bug,HIVE-22165,13254068,Synchronisation introduced by HIVE-14296 on SessionManager.closeSession causes high latency in a busy hive server,amrk7,amrk7,Major,Closed,Fixed,31/Aug/19 15:00,17/Nov/22 08:50,
Bug,HIVE-22054,13247273,Avoid recursive listing to check if a directory is empty,prabhas,prabhas,Major,Closed,Fixed,26/Jul/19 10:38,07/Dec/22 02:50,
Bug,HIVE-21009,13202556,LDAP - Specify binddn for ldap-search,mcginnda,tuhren,Major,Closed,Fixed,05/Dec/18 14:50,17/Nov/22 08:54,
Bug,HIVE-20628,13187047,Parsing error when using a complex map data type under dynamic column masking,,darryl.dutton@t4g.com,Major,Resolved,Invalid,24/Sep/18 14:15,07/Jul/22 15:24,
Bug,HIVE-20080,13169958,"TxnHandler checkLock direct sql fail with ORA-01795 , if the table has more than 1000 partitions",Rajkumar Singh,Rajkumar Singh,Major,Resolved,Fixed,03/Jul/18 23:39,15/Nov/18 07:36,
Bug,HIVE-19860,13165417,HiveServer2 ObjectInspectorFactory memory leak with cachedUnionStructObjectInspector,Rajkumar Singh,Rajkumar Singh,Major,Closed,Fixed,11/Jun/18 20:59,17/Nov/22 08:54,
Bug,HIVE-19743,13163008,hive is not pushing predicate down to HBaseStorageHandler if hive key mapped with hbase is stored as varchar,Rajkumar Singh,Rajkumar Singh,Major,Resolved,Invalid,30/May/18 21:30,11/Jun/18 22:10,
Bug,HIVE-19250,13153803,Schema column definitions inconsistencies in MySQL,ngangam,ngangam,Minor,Closed,Fixed,19/Apr/18 18:51,17/Nov/22 08:54,
Bug,HIVE-19231,13153153,Beeline generates garbled output when using UnsupportedTerminal,ngangam,ngangam,Major,Closed,Fixed,17/Apr/18 21:44,03/Mar/21 18:24,
Bug,HIVE-19230,13153137,Schema column width inconsistency in Oracle ,ngangam,ngangam,Minor,Closed,Fixed,17/Apr/18 21:00,22/May/18 23:14,
Bug,HIVE-18572,13134560,"The record readers; InputFormat needs to be fixed for Tez as it generates 1 split",,gurmukhd,Major,Resolved,Invalid,29/Jan/18 20:58,06/Mar/19 04:46,
Bug,HIVE-18459,13131343,hive-exec.jar leaks contents fb303.jar into classpath,ngangam,ngangam,Major,Closed,Fixed,16/Jan/18 20:35,22/May/18 23:17,
