Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,HIVE-18250,13123584,CBO gets turned off with duplicates in RR error,jcamacho,ashutoshc,Major,Closed,Fixed,07/Dec/17 23:31,27/Feb/24 22:23,
Bug,HIVE-18050,13117881,"LlapServiceDriver shoud split HIVE_AUX_JARS_PATH by ':' instead of ','",Aegeaner,Aegeaner,Major,Closed,Fixed,13/Nov/17 09:17,22/May/18 23:13,
Bug,HIVE-18017,13117019,HS2 materialized view registry init loading all tables from metastore,jcamacho,liusztc09,Major,Closed,Fixed,08/Nov/17 15:53,27/Feb/24 22:23,
Bug,HIVE-17985,13116302,"When check the partitions size in the partitioned table, it will throw  NullPointerException",wankunde,wankunde,Major,Resolved,Fixed,06/Nov/17 03:28,09/Nov/17 07:04,06/Nov/17 00:00
Bug,HIVE-17682,13106779,Vectorization: IF stmt produces wrong results,mmccline,mmccline,Critical,Closed,Fixed,03/Oct/17 19:53,22/May/18 23:12,
Bug,HIVE-17664,13106481,Refactor and add new tests,jcamacho,jcamacho,Major,Closed,Fixed,02/Oct/17 17:02,27/Feb/24 22:13,
Bug,HIVE-17620,13105500,Use the default MR scratch directory (HDFS) in the only case when hive.blobstore.optimizations.enabled=true AND isFinalJob=true,ghajos,ghajos,Major,Closed,Fixed,27/Sep/17 16:55,22/May/18 23:13,
Bug,HIVE-17429,13099317,Hive JDBC doesn't return rows when querying Impala,zamsden,zamsden,Major,Closed,Fixed,01/Sep/17 21:19,24/Jun/19 19:31,
Bug,HIVE-17406,13098182,UDAF throws IllegalArgumentException for a complex input when column stats is not provided,aserkm,myui,Minor,Resolved,Duplicate,29/Aug/17 07:27,22/Dec/21 12:11,
Bug,HIVE-17395,13098028,"HiveServer2 parsing a command with a lot of ""(""",,danoyoung,Major,Resolved,Duplicate,28/Aug/17 17:23,20/Nov/19 12:48,
Bug,HIVE-17391,13097667,Compaction fails if there is an empty value in tblproperties,steveyeom2017,ashutoshc,Major,Closed,Fixed,25/Aug/17 18:11,22/May/18 23:15,
Bug,HIVE-17150,13089090,CREATE INDEX execute HMS out-of-transaction listener calls inside a transaction,spena,spena,Major,Closed,Fixed,21/Jul/17 16:24,22/May/18 23:59,
Bug,HIVE-17085,13087008,ORC file merge/concatenation should do full schema check,prasanth_j,prasanth_j,Major,Closed,Fixed,13/Jul/17 20:56,22/May/18 23:59,
Bug,HIVE-16958,13082436,Setting hive.merge.sparkfiles=true will retrun an error when generating parquet databases ,kellyzly,Liu765940375,Major,Closed,Fixed,26/Jun/17 08:24,27/Dec/20 13:35,26/Jun/17 00:00
Bug,HIVE-16939,13081643,metastore error: 'export: -Dproc_metastore : not a valid identifier',ferhui,ferhui,Major,Closed,Fixed,22/Jun/17 04:35,04/Apr/18 00:11,
Bug,HIVE-16756,13074746,"Vectorization: LongColModuloLongColumn throws ""java.lang.ArithmeticException: / by zero""",vihangk1,mmccline,Critical,Closed,Fixed,25/May/17 05:13,23/May/18 00:00,
Bug,HIVE-16577,13068896,Syntax error in the metastore init scripts for mssql,vihangk1,vihangk1,Blocker,Closed,Fixed,03/May/17 19:32,23/May/18 00:00,
Bug,HIVE-16507,13066009,"Hive Explain User-Level may print out ""Vertex dependency in root stage"" twice",stakiar,stakiar,Major,Closed,Fixed,21/Apr/17 22:10,22/May/18 23:57,
Bug,HIVE-16491,13065750,CBO cant handle join involving complex types in on condition,mgergely,ashutoshc,Major,Closed,Fixed,21/Apr/17 03:15,22/May/18 23:58,
Bug,HIVE-16357,13061125,Failed folder creation when creating a new table is reported incorrectly,zsombor.klara,zsombor.klara,Minor,Closed,Cannot Reproduce,03/Apr/17 13:12,22/May/18 23:58,
Bug,HIVE-16310,13059631,Get the output operators of Reducesink when vectorization is on,pxiong,pxiong,Major,Resolved,Fixed,28/Mar/17 05:26,28/Mar/17 18:41,
Bug,HIVE-16301,13059259,Preparing for 2.3 development.,ngangam,ngangam,Blocker,Resolved,Fixed,27/Mar/17 02:36,31/Mar/17 17:28,
Bug,HIVE-15160,13019314,Can't order by an unselected column,pxiong,pxiong,Major,Closed,Fixed,08/Nov/16 18:42,27/Feb/24 22:23,
Bug,HIVE-15077,13015576,Acid LockManager is unfair,ekoifman,ekoifman,Blocker,Closed,Fixed,26/Oct/16 20:37,01/Oct/19 22:07,
