Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,HIVE-20077,13169925,hcat command should follow same pattern as hive cli for getting HBase jars,busbey,busbey,Major,Closed,Fixed,03/Jul/18 20:50,17/Nov/22 08:54,
Bug,HIVE-20039,13169339,Bucket  pruning: Left Outer Join on bucketed table gives wrong result,djaiswal,djaiswal,Major,Closed,Fixed,30/Jun/18 17:13,17/Nov/22 08:54,
Bug,HIVE-19638,13160809,Configuration not passed to ORC Reader.Options,rentao,rentao,Major,Resolved,Duplicate,21/May/18 20:07,27/Mar/19 00:10,
Bug,HIVE-19585,13160045,Add UNKNOWN to PrincipalType,arjunmishra13,arjunmishra13,Major,Resolved,Not A Problem,17/May/18 15:02,28/Aug/18 19:07,
Bug,HIVE-19580,13159943,Hive 2.3.2 with ORC files & stored on S3 are case sensitive on EMR,,artb,Major,Resolved,Not A Problem,17/May/18 06:51,20/Feb/19 12:23,
Bug,HIVE-19393,13156754,NonSyncDataInputBuffer.skipBytes hangs when the file is corrupted ,,dustinday,Minor,Resolved,Duplicate,03/May/18 02:34,03/May/18 20:38,
Bug,HIVE-19388,13156712,ClassCastException during VectorMapJoinCommonOperator initialization,vihangk1,vihangk1,Major,Closed,Fixed,02/May/18 21:46,17/Nov/22 08:55,
Bug,HIVE-19266,13154295,Use UDFs in Hive-On-Spark complains Unable to find class Exception regarding kryo,,jason4z,Major,Resolved,Fixed,22/Apr/18 07:20,26/Apr/18 06:13,
Bug,HIVE-19247,13153770,StatsOptimizer: Missing stats fast-path for Date,gopalv,gopalv,Major,Closed,Fixed,19/Apr/18 17:02,22/May/18 23:15,
Bug,HIVE-19181,13151789,Remove BreakableService (unused class),anuragmantri,thejas,Major,Closed,Fixed,11/Apr/18 21:34,17/Nov/22 08:55,
Bug,HIVE-19101,13149919,Apply rule [HiveJoinPushTransitivePredicatesRule] is getting stuck when there are huge number of predicates ,,ganeshas,Major,Resolved,Duplicate,04/Apr/18 07:24,27/Feb/24 22:24,
Bug,HIVE-19085,13149195,FastHiveDecimal abs(0) sets sign to +ve,gopalv,SDAT/SACT/IET,Minor,Closed,Fixed,30/Mar/18 16:20,26/Oct/18 17:00,
Bug,HIVE-18956,13145082,AvroSerDe Race Condition,,belugabehr,Trivial,Resolved,Won't Fix,14/Mar/18 16:20,01/Apr/20 17:26,
Bug,HIVE-18943,13144644,Hive building with Hadoop 3.0.0  ERROR,,gehaijiang,Major,Resolved,Not A Problem,13/Mar/18 07:14,14/Mar/18 08:44,
Bug,HIVE-18929,13144170,The method humanReadableInt in HiveStringUtils.java has a race condition.,asherman,cragkhit,Minor,Closed,Fixed,11/Mar/18 16:48,17/Nov/22 08:55,
Bug,HIVE-18885,13143042,DbNotificationListener has a deadlock between Java and DB locks (2.x line),vihangk1,akolb,Major,Closed,Fixed,07/Mar/18 00:00,04/Apr/18 00:11,
Bug,HIVE-18786,13140559,NPE in Hive windowing functions,dongwook,bien,Critical,Closed,Fixed,23/Feb/18 17:50,26/Apr/24 04:28,
Bug,HIVE-18779,13140393,Hive does not enable ppd to underlying storage format by default,,KSLaskfla,Major,Resolved,Not A Problem,23/Feb/18 03:28,23/Feb/18 09:01,
Bug,HIVE-18702,13138196,INSERT OVERWRITE TABLE doesn't clean the table directory before overwriting,isuller,osayankin,Major,Closed,Fixed,13/Feb/18 14:44,05/Dec/23 12:08,
Bug,HIVE-18624,13136309,Parsing time is extremely high (~10 min) for queries with complex select expressions,kgyrtkirk,amrk7,Major,Closed,Fixed,05/Feb/18 16:45,21/Oct/22 07:01,
Bug,HIVE-18611,13135699,Avoid memory allocation of aggregation buffer during stats computation ,ashutoshc,ashutoshc,Major,Closed,Fixed,02/Feb/18 07:33,22/May/18 23:13,
Bug,HIVE-18529,13133517,Vectorization: Add a debug config option to disable scratch column reuse,gopalv,gopalv,Major,Closed,Fixed,24/Jan/18 22:36,22/May/18 23:17,
Bug,HIVE-18421,13129736,Vectorized execution handles overflows in a different manner than non-vectorized execution,vihangk1,vihangk1,Major,Closed,Fixed,10/Jan/18 03:00,22/May/18 23:14,
Bug,HIVE-18284,13125273,NPE when inserting data with 'distribute by' clause with dynpart sort optimization,srahman,tanakahda,Major,Closed,Fixed,15/Dec/17 16:36,17/Nov/22 13:14,
Bug,HIVE-18115,13119984,Fix schema version info for Hive-2.3.2,osayankin,osayankin,Minor,Resolved,Invalid,21/Nov/17 15:54,02/Apr/18 16:56,
Bug,HIVE-17948,13113387,Hive 2.3.2 Release Planning,stakiar,stakiar,Major,Resolved,Fixed,31/Oct/17 18:18,26/Dec/17 04:40,
Bug,HIVE-17928,13112837,branch-2.3 does not compile due to using incorrect storage-api version,spena,spena,Major,Resolved,Fixed,28/Oct/17 17:34,30/Oct/17 22:04,
Bug,HIVE-17429,13099317,Hive JDBC doesn't return rows when querying Impala,zamsden,zamsden,Major,Closed,Fixed,01/Sep/17 21:19,24/Jun/19 19:31,
Bug,HIVE-16939,13081643,metastore error: 'export: -Dproc_metastore : not a valid identifier',ferhui,ferhui,Major,Closed,Fixed,22/Jun/17 04:35,04/Apr/18 00:11,
Bug,HIVE-16886,13079310,HMS log notifications may have duplicated event IDs if multiple HMS are running concurrently,anishek,spena,Major,Closed,Fixed,12/Jun/17 21:00,27/Jul/18 05:14,
Bug,HIVE-16708,13073092,Exception while renewing a Delegation Token,vihangk1,omkreddy,Major,Closed,Fixed,18/May/17 11:26,22/May/18 23:58,
